incident_id,year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
CRM0008401,2022,12,Saturday,Spring,Afternoon (12pm-6pm),India,Remote,20,Trafficking,9.6,4,Male,26-35,0,0,70.78,Vehicle,Acquitted,Closed - Unsolved,Emergency Call,36.4,3,38,No,Yes,Yes,Partial Coverage,Well Lit,1,41.1,Yes
CRM0008402,2024,2,Friday,Winter,Late Night (2am-6am),India,Rural,51,Cybercrime,3.8,1,Female,26-35,0,0,512.34,Knife,Convicted,Open - Cold Case,Police Station,93.7,8,63,Yes,Yes,No,Partial Coverage,No Lighting,1,77.3,Yes
CRM0008403,2023,1,Sunday,Winter,Evening (6pm-10pm),UK,Urban,2228,Fraud,7.0,2,Male,56-65,0,0,3458.15,Knife,At Large,Pending Trial,Emergency Call,78.2,1,66,Yes,No,No,Full Coverage,Partially Lit,2,64.4,Yes
CRM0008404,2022,3,Tuesday,Spring,Afternoon (12pm-6pm),Mexico,Suburban,608,Cybercrime,5.8,1,Male,46-55,0,0,7023.12,Knife,At Large,Closed - Solved,Online Portal,12.7,2,10,No,Yes,Unknown,No Coverage,Partially Lit,2,42.5,No
CRM0008405,2022,7,Sunday,Autumn,Afternoon (12pm-6pm),Pakistan,Rural,94,Robbery,8.2,4,Male,36-45,2,0,731.27,Knife,Acquitted,Closed - Unsolved,Police Station,54.3,8,68,Yes,Unknown,No,Full Coverage,Well Lit,3,57.6,Yes
CRM0008406,2021,9,Friday,Autumn,Evening (6pm-10pm),Mexico,Rural,34,Trafficking,9.0,2,Male,46-55,0,0,206.73,Vehicle,Arrested,Closed - Solved,Online Portal,23.9,2,7,No,Unknown,No,No Coverage,Partially Lit,4,74.0,No
CRM0008407,2020,2,Friday,Winter,Afternoon (12pm-6pm),Egypt,Suburban,244,Vandalism,3.3,1,Male,36-45,0,0,23.93,None,Unknown,Open - Cold Case,Emergency Call,21.8,4,8,Unknown,No,Unknown,Full Coverage,Well Lit,1,54.8,No
CRM0008408,2021,6,Wednesday,Autumn,Late Night (2am-6am),Australia,Rural,32,Cybercrime,3.4,3,Female,26-35,0,0,4619.57,Unknown,Arrested,Closed - Unsolved,Community Report,21.0,2,131,No,No,No,No Coverage,Well Lit,2,84.3,Yes
CRM0008409,2022,3,Saturday,Summer,Late Night (2am-6am),USA,Suburban,231,Arson,6.9,1,Male,18-25,3,1,107.38,Firearm,Arrested,Open - Active,Community Report,54.8,3,13,Yes,No,Yes,No Coverage,Partially Lit,3,42.5,No
CRM0008410,2022,5,Saturday,Spring,Evening (6pm-10pm),Nigeria,Rural,44,Burglary,4.1,4,Female,26-35,0,0,568.26,Firearm,Convicted,Closed - Solved,Police Station,83.9,2,91,No,No,No,Full Coverage,Partially Lit,1,80.1,Yes
CRM0008411,2022,12,Thursday,Summer,Night (10pm-2am),Australia,Urban,4604,Cybercrime,4.9,1,Male,36-45,0,0,3360.52,Chemical,Arrested,Open - Active,Police Station,11.2,3,41,No,No,No,No Coverage,Partially Lit,0,34.4,No
CRM0008412,2024,9,Monday,Winter,Morning (6am-12pm),India,Rural,139,Assault,7.4,1,Female,Under 18,2,0,216.45,Knife,Under Investigation,Closed - Unsolved,Online Portal,20.0,3,96,No,No,No,Full Coverage,Poorly Lit,4,53.9,Yes
CRM0008413,2022,3,Sunday,Spring,Night (10pm-2am),Egypt,Suburban,2036,Trafficking,9.9,1,Male,26-35,0,0,8372.73,Chemical,At Large,Closed - Solved,Emergency Call,22.4,5,21,Yes,No,No,No Coverage,Well Lit,0,75.8,Yes
CRM0008414,2022,1,Saturday,Spring,Afternoon (12pm-6pm),Canada,Rural,160,Extortion,7.1,2,Male,46-55,0,0,178.74,Firearm,Under Investigation,Closed - Unsolved,Police Station,69.6,5,21,No,Unknown,No,No Coverage,Poorly Lit,2,62.4,No
CRM0008415,2020,5,Thursday,Autumn,Evening (6pm-10pm),South Africa,Suburban,110,Fraud,5.9,1,Female,26-35,0,0,1304.07,None,Under Investigation,Open - Active,Police Station,33.0,2,55,No,No,No,Partial Coverage,Poorly Lit,2,79.9,Yes
CRM0008416,2020,1,Saturday,Autumn,Morning (6am-12pm),USA,Suburban,328,Robbery,8.7,1,Male,36-45,2,0,709.38,Blunt Object,Arrested,Closed - Unsolved,Police Station,42.0,6,121,No,No,No,Full Coverage,No Lighting,4,56.3,No
CRM0008417,2023,8,Saturday,Spring,Night (10pm-2am),Brazil,Rural,31,Vandalism,3.8,2,Male,36-45,0,0,42.43,Knife,Arrested,Open - Active,Police Station,28.2,2,102,No,Unknown,No,Partial Coverage,Well Lit,4,81.3,Yes
CRM0008418,2023,7,Thursday,Spring,Late Night (2am-6am),Turkey,Remote,30,Fraud,5.0,1,Male,36-45,0,0,3249.47,Knife,Arrested,Closed - Unsolved,Police Station,31.5,1,17,No,No,No,Full Coverage,Well Lit,3,46.1,No
CRM0008419,2023,11,Saturday,Autumn,Evening (6pm-10pm),France,Rural,157,Theft,2.3,3,Female,56-65,0,0,205.01,Vehicle,At Large,Closed - Solved,Online Portal,31.6,1,247,No,Yes,No,Partial Coverage,No Lighting,5,42.1,No
CRM0008420,2020,2,Sunday,Summer,Afternoon (12pm-6pm),Canada,Rural,82,Theft,3.4,1,Male,18-25,0,0,225.31,Knife,At Large,Open - Active,Emergency Call,28.4,3,10,No,Unknown,No,Partial Coverage,Partially Lit,2,42.6,No
CRM0008421,2023,11,Thursday,Autumn,Late Night (2am-6am),USA,Rural,78,Assault,6.7,2,Female,46-55,0,0,177.78,None,Acquitted,Closed - Solved,Police Station,56.8,5,26,Yes,No,Yes,Full Coverage,Well Lit,2,33.6,No
CRM0008422,2021,9,Tuesday,Winter,Night (10pm-2am),France,Urban,2653,Extortion,6.9,4,Female,26-35,0,0,499.09,None,Under Investigation,Closed - Solved,Emergency Call,21.2,2,100,No,No,No,Partial Coverage,Partially Lit,5,58.8,No
CRM0008423,2021,5,Friday,Summer,Evening (6pm-10pm),Turkey,Suburban,857,Assault,8.0,1,Unknown,Under 18,4,0,184.3,None,At Large,Open - Active,Emergency Call,16.5,3,49,No,Yes,No,Partial Coverage,Well Lit,6,48.4,No
CRM0008424,2020,7,Wednesday,Winter,Afternoon (12pm-6pm),Brazil,Urban,1473,Assault,7.8,2,Female,46-55,2,0,73.31,None,Arrested,Open - Cold Case,Police Station,21.7,3,157,No,Yes,Yes,No Coverage,Poorly Lit,4,78.1,Yes
CRM0008425,2020,4,Wednesday,Winter,Night (10pm-2am),USA,Suburban,132,Drug Offense,5.2,1,Male,26-35,0,0,8.5,Vehicle,At Large,Closed - Solved,Police Station,16.4,5,30,Yes,Yes,No,Partial Coverage,Well Lit,1,72.3,No
CRM0008426,2021,12,Tuesday,Summer,Night (10pm-2am),Pakistan,Remote,8,Burglary,4.3,5,Female,18-25,0,0,1173.55,Unknown,At Large,Open - Active,Online Portal,62.3,1,80,No,Yes,Unknown,Partial Coverage,Poorly Lit,3,49.9,Yes
CRM0008427,2020,1,Monday,Summer,Morning (6am-12pm),Pakistan,Urban,689,Domestic Violence,5.6,1,Unknown,18-25,0,0,275.16,None,Acquitted,Closed - Solved,Police Station,10.8,5,11,Unknown,No,Unknown,Partial Coverage,No Lighting,2,56.7,Yes
CRM0008428,2024,8,Monday,Spring,Morning (6am-12pm),Mexico,Remote,22,Assault,5.5,2,Male,26-35,1,0,183.43,Knife,Arrested,Pending Trial,Police Station,27.0,2,13,Yes,Unknown,Unknown,Partial Coverage,No Lighting,4,62.1,No
CRM0008429,2021,1,Friday,Winter,Afternoon (12pm-6pm),Turkey,Urban,3893,Theft,3.1,3,Female,46-55,0,0,535.98,None,Convicted,Closed - Unsolved,Police Station,3.3,5,19,No,Unknown,Unknown,Partial Coverage,Partially Lit,2,21.9,No
CRM0008430,2020,3,Tuesday,Autumn,Afternoon (12pm-6pm),India,Suburban,628,Vandalism,3.6,1,Female,18-25,0,0,34.22,None,Convicted,Closed - Unsolved,Emergency Call,22.0,3,10,Yes,No,Yes,Partial Coverage,Partially Lit,2,32.2,No
CRM0008431,2021,6,Tuesday,Spring,Evening (6pm-10pm),Pakistan,Rural,93,Extortion,6.3,1,Male,36-45,0,0,25355.92,Knife,Arrested,Closed - Solved,Police Station,32.5,2,11,No,No,No,Partial Coverage,Partially Lit,4,40.1,Yes
CRM0008432,2023,8,Friday,Winter,Night (10pm-2am),Mexico,Urban,2330,Burglary,5.7,1,Male,36-45,0,0,2854.97,Unknown,At Large,Closed - Solved,Online Portal,25.7,10,27,No,No,No,Full Coverage,Poorly Lit,1,57.2,No
CRM0008433,2020,8,Thursday,Spring,Night (10pm-2am),Nigeria,Urban,811,Murder,8.4,4,Male,18-25,0,3,184.26,Firearm,At Large,Closed - Unsolved,Emergency Call,11.7,4,37,No,No,No,Full Coverage,Poorly Lit,1,16.7,Yes
CRM0008434,2024,2,Thursday,Winter,Afternoon (12pm-6pm),South Africa,Suburban,240,Theft,3.5,1,Female,56-65,0,0,1911.2,Knife,Arrested,Closed - Solved,Police Station,11.4,3,35,No,No,No,Partial Coverage,Well Lit,4,30.5,No
CRM0008435,2024,9,Saturday,Autumn,Evening (6pm-10pm),France,Urban,1158,Theft,4.6,1,Male,36-45,0,0,447.82,None,Unknown,Open - Active,Community Report,29.7,2,69,No,Unknown,Unknown,Partial Coverage,Well Lit,2,72.7,No
CRM0008436,2021,4,Thursday,Autumn,Evening (6pm-10pm),Egypt,Suburban,86,Vandalism,3.3,1,Male,56-65,0,0,52.95,None,Arrested,Open - Active,Online Portal,57.9,2,28,No,Yes,Unknown,Partial Coverage,Poorly Lit,2,50.2,No
CRM0008437,2022,4,Saturday,Winter,Morning (6am-12pm),Brazil,Suburban,362,Sexual Assault,7.2,1,Male,56-65,4,0,170.01,Knife,Arrested,Closed - Solved,Online Portal,35.8,4,8,No,No,No,No Coverage,Partially Lit,2,63.4,No
CRM0008438,2020,2,Thursday,Summer,Evening (6pm-10pm),South Africa,Remote,20,Theft,4.6,1,Male,26-35,0,0,258.48,Firearm,At Large,Closed - Unsolved,Police Station,55.3,3,22,Unknown,No,Yes,Full Coverage,No Lighting,0,45.6,No
CRM0008439,2023,1,Monday,Autumn,Evening (6pm-10pm),Mexico,Urban,954,Kidnapping,7.5,3,Female,18-25,7,0,330.77,None,At Large,Closed - Solved,Police Station,3.2,4,63,Yes,Unknown,No,Full Coverage,Poorly Lit,3,56.3,No
CRM0008440,2022,10,Friday,Summer,Late Night (2am-6am),Brazil,Urban,2332,Burglary,6.0,4,Male,65+,0,0,1525.73,Knife,Under Investigation,Open - Active,Emergency Call,19.1,3,40,Yes,No,No,No Coverage,Partially Lit,0,72.1,No
CRM0008441,2021,7,Friday,Summer,Night (10pm-2am),South Africa,Rural,68,Drug Offense,4.4,1,Female,36-45,0,0,22.83,Unknown,Arrested,Pending Trial,Anonymous Tip,66.8,2,8,Yes,No,No,Partial Coverage,Well Lit,2,33.9,No
CRM0008442,2021,11,Friday,Winter,Evening (6pm-10pm),Egypt,Rural,39,Assault,7.0,1,Female,56-65,0,0,206.29,Vehicle,Arrested,Open - Cold Case,Online Portal,66.5,2,10,No,No,No,Full Coverage,Well Lit,1,50.5,No
CRM0008443,2023,10,Sunday,Spring,Night (10pm-2am),Indonesia,Urban,1633,Robbery,6.1,1,Male,36-45,0,0,485.66,Vehicle,At Large,Open - Cold Case,Community Report,17.1,6,21,Yes,No,No,No Coverage,Well Lit,4,23.4,Yes
CRM0008444,2022,3,Tuesday,Autumn,Morning (6am-12pm),Australia,Suburban,821,Theft,3.8,2,Female,46-55,0,0,845.54,Blunt Object,At Large,Closed - Unsolved,Police Station,59.4,4,68,Yes,Unknown,No,No Coverage,Partially Lit,3,84.0,No
CRM0008445,2021,4,Sunday,Spring,Afternoon (12pm-6pm),Brazil,Rural,41,Assault,6.9,1,Male,65+,2,0,131.35,Firearm,Convicted,Closed - Solved,Community Report,17.6,4,22,No,Yes,No,No Coverage,Partially Lit,5,64.9,No
CRM0008446,2023,11,Tuesday,Summer,Evening (6pm-10pm),Germany,Rural,67,Robbery,6.7,1,Male,56-65,4,0,158.46,Firearm,Acquitted,Closed - Solved,Emergency Call,96.6,4,56,No,Yes,Yes,No Coverage,Partially Lit,3,73.7,No
CRM0008447,2023,9,Friday,Winter,Evening (6pm-10pm),Indonesia,Remote,7,Assault,7.8,1,Male,56-65,0,0,55.81,Firearm,Arrested,Closed - Solved,Police Station,51.9,2,83,Yes,Unknown,No,Partial Coverage,Well Lit,1,76.1,No
CRM0008448,2024,6,Friday,Autumn,Night (10pm-2am),Mexico,Urban,1194,Theft,2.1,1,Female,56-65,0,0,252.31,None,At Large,Closed - Unsolved,Emergency Call,17.3,6,58,Yes,No,No,No Coverage,Well Lit,3,61.6,No
CRM0008449,2020,1,Tuesday,Autumn,Afternoon (12pm-6pm),Australia,Remote,45,Theft,4.7,2,Female,65+,0,0,760.76,Knife,At Large,Closed - Solved,Emergency Call,64.1,1,49,No,No,No,Partial Coverage,Poorly Lit,2,67.3,No
CRM0008450,2023,9,Thursday,Spring,Night (10pm-2am),Australia,Suburban,359,Drug Offense,5.1,1,Female,Under 18,0,0,101.25,Firearm,Acquitted,Closed - Solved,Anonymous Tip,15.1,2,5,No,Yes,Yes,Full Coverage,Partially Lit,2,51.5,Yes
CRM0008451,2023,9,Sunday,Summer,Night (10pm-2am),Mexico,Urban,701,Assault,7.1,2,Male,36-45,3,0,785.28,Knife,Arrested,Pending Trial,Anonymous Tip,33.8,1,11,Unknown,No,Yes,No Coverage,Well Lit,2,33.2,Yes
CRM0008452,2020,5,Thursday,Autumn,Night (10pm-2am),USA,Suburban,212,Robbery,8.0,1,Female,26-35,0,0,16.5,Unknown,Arrested,Open - Active,Emergency Call,28.5,2,46,Unknown,No,No,Full Coverage,Partially Lit,5,43.6,No
CRM0008453,2023,8,Sunday,Winter,Morning (6am-12pm),Mexico,Suburban,270,Robbery,6.5,1,Female,46-55,1,0,3050.89,Blunt Object,At Large,Open - Active,Online Portal,7.8,2,14,Yes,No,Yes,Full Coverage,Well Lit,3,51.6,No
CRM0008454,2022,7,Monday,Autumn,Afternoon (12pm-6pm),Turkey,Suburban,161,Burglary,5.0,1,Female,18-25,0,0,32.43,Blunt Object,Arrested,Pending Trial,Police Station,24.4,5,29,No,Yes,No,Partial Coverage,No Lighting,2,65.2,No
CRM0008455,2024,11,Saturday,Summer,Evening (6pm-10pm),Canada,Urban,3328,Cybercrime,4.6,1,Female,26-35,0,0,7296.67,None,Arrested,Pending Trial,Police Station,12.7,4,116,No,No,No,No Coverage,Poorly Lit,3,27.2,Yes
CRM0008456,2020,8,Thursday,Autumn,Morning (6am-12pm),France,Suburban,829,Murder,9.7,1,Male,18-25,1,3,214.68,Blunt Object,At Large,Closed - Unsolved,Community Report,26.5,4,11,No,No,No,Partial Coverage,Poorly Lit,3,79.3,No
CRM0008457,2023,9,Sunday,Winter,Evening (6pm-10pm),South Africa,Urban,1087,Vandalism,3.9,1,Female,26-35,0,0,20.27,Unknown,Arrested,Closed - Unsolved,Emergency Call,33.4,1,42,No,No,Yes,Full Coverage,Poorly Lit,3,36.3,No
CRM0008458,2022,2,Wednesday,Spring,Evening (6pm-10pm),Nigeria,Rural,74,Cybercrime,3.1,1,Male,18-25,0,0,4300.98,Unknown,Under Investigation,Closed - Solved,Online Portal,46.9,3,124,Yes,No,No,Full Coverage,Well Lit,1,67.9,No
CRM0008459,2024,10,Monday,Spring,Afternoon (12pm-6pm),Nigeria,Suburban,924,Vandalism,2.1,1,Male,18-25,0,0,29.77,None,Convicted,Pending Trial,Police Station,23.0,3,4,No,Yes,Yes,Full Coverage,Well Lit,3,61.6,Yes
CRM0008460,2021,5,Friday,Winter,Evening (6pm-10pm),Egypt,Urban,1542,Theft,4.0,4,Female,46-55,0,0,1900.7,Knife,Under Investigation,Open - Active,Community Report,24.5,3,15,Yes,No,No,Partial Coverage,Well Lit,1,41.6,No
CRM0008461,2024,8,Sunday,Autumn,Morning (6am-12pm),Australia,Suburban,1422,Burglary,5.6,3,Female,18-25,0,0,96.54,Firearm,Arrested,Closed - Unsolved,Police Station,23.6,10,14,No,No,Unknown,Partial Coverage,Well Lit,2,52.7,Yes
CRM0008462,2024,3,Thursday,Autumn,Night (10pm-2am),France,Urban,2407,Drug Offense,6.8,2,Male,46-55,0,0,91.24,Unknown,Unknown,Open - Active,Police Station,77.1,3,50,Yes,No,No,Full Coverage,Well Lit,3,67.1,No
CRM0008463,2021,11,Saturday,Summer,Evening (6pm-10pm),South Africa,Rural,103,Assault,5.1,3,Male,56-65,0,0,352.61,None,Acquitted,Closed - Unsolved,Emergency Call,40.9,1,24,No,No,No,Full Coverage,Partially Lit,3,84.1,No
CRM0008464,2024,11,Saturday,Summer,Evening (6pm-10pm),India,Suburban,592,Burglary,5.3,2,Unknown,56-65,0,0,55.51,Firearm,At Large,Closed - Unsolved,Police Station,34.2,1,57,No,Yes,Yes,Partial Coverage,Partially Lit,4,74.4,No
CRM0008465,2024,6,Saturday,Spring,Night (10pm-2am),Pakistan,Suburban,344,Sexual Assault,9.0,1,Female,18-25,0,0,48.94,Knife,Convicted,Pending Trial,Anonymous Tip,10.5,4,10,No,No,No,Full Coverage,Poorly Lit,1,70.1,No
CRM0008466,2021,6,Saturday,Autumn,Late Night (2am-6am),France,Suburban,253,Burglary,4.7,1,Female,Under 18,0,0,159.0,Unknown,Under Investigation,Closed - Solved,Police Station,11.7,1,20,No,Yes,No,Full Coverage,Well Lit,1,34.8,No
CRM0008467,2022,7,Saturday,Summer,Evening (6pm-10pm),South Africa,Suburban,264,Sexual Assault,9.2,1,Male,46-55,3,0,29.32,None,Convicted,Open - Cold Case,Emergency Call,31.7,6,20,Unknown,Unknown,Yes,Full Coverage,Poorly Lit,3,83.9,Yes
CRM0008468,2022,11,Thursday,Autumn,Evening (6pm-10pm),Egypt,Suburban,320,Domestic Violence,5.2,1,Male,26-35,0,0,143.29,None,Arrested,Open - Active,Emergency Call,35.2,2,32,No,No,No,No Coverage,Well Lit,3,46.1,No
CRM0008469,2021,3,Monday,Summer,Evening (6pm-10pm),Brazil,Suburban,169,Theft,3.4,1,Male,18-25,0,0,666.24,Firearm,At Large,Open - Active,Emergency Call,45.6,5,39,No,Unknown,No,Full Coverage,No Lighting,4,43.4,Yes
CRM0008470,2020,8,Wednesday,Summer,Night (10pm-2am),UK,Urban,1274,Drug Offense,6.0,3,Male,18-25,0,0,103.38,None,Arrested,Closed - Solved,Police Station,10.8,4,16,Yes,No,No,Partial Coverage,Partially Lit,4,22.6,No
CRM0008471,2021,8,Wednesday,Winter,Afternoon (12pm-6pm),UK,Remote,12,Robbery,6.8,2,Female,18-25,2,0,1027.39,Blunt Object,Arrested,Open - Active,Emergency Call,58.7,2,35,Unknown,No,No,Partial Coverage,Partially Lit,3,88.1,No
CRM0008472,2021,9,Thursday,Spring,Afternoon (12pm-6pm),Pakistan,Suburban,92,Cybercrime,3.2,5,Female,26-35,0,0,4154.01,Unknown,Under Investigation,Closed - Unsolved,Police Station,38.8,5,38,Yes,No,No,Partial Coverage,No Lighting,1,62.2,Yes
CRM0008473,2022,8,Sunday,Spring,Night (10pm-2am),Indonesia,Rural,193,Fraud,6.8,2,Male,46-55,0,0,261.56,None,Unknown,Closed - Solved,Police Station,64.9,2,3,Yes,No,Yes,Partial Coverage,Well Lit,2,71.1,No
CRM0008474,2021,3,Sunday,Summer,Night (10pm-2am),USA,Suburban,267,Sexual Assault,9.7,1,Male,26-35,4,0,103.26,None,Arrested,Pending Trial,Online Portal,43.6,2,41,Unknown,Yes,No,Full Coverage,Well Lit,1,32.9,No
CRM0008475,2024,6,Sunday,Spring,Evening (6pm-10pm),South Africa,Suburban,316,Fraud,6.7,1,Female,26-35,0,0,13341.36,Knife,At Large,Open - Cold Case,Emergency Call,16.8,2,35,Unknown,No,Unknown,Full Coverage,Partially Lit,0,40.3,No
CRM0008476,2023,9,Wednesday,Summer,Evening (6pm-10pm),Mexico,Urban,1087,Fraud,6.9,2,Female,36-45,0,0,1830.66,Firearm,Convicted,Closed - Unsolved,Police Station,39.7,5,317,No,Yes,No,Partial Coverage,Well Lit,5,44.1,No
CRM0008477,2020,1,Wednesday,Autumn,Night (10pm-2am),India,Suburban,590,Domestic Violence,5.6,1,Male,18-25,3,0,61.53,Blunt Object,Unknown,Pending Trial,Online Portal,46.2,1,40,No,Unknown,No,Partial Coverage,Well Lit,1,61.3,No
CRM0008478,2023,3,Thursday,Winter,Evening (6pm-10pm),USA,Urban,1773,Theft,2.5,1,Female,65+,0,0,1305.16,None,Acquitted,Open - Active,Police Station,26.3,4,27,No,No,No,Full Coverage,No Lighting,3,25.2,No
CRM0008479,2023,2,Sunday,Spring,Evening (6pm-10pm),USA,Suburban,518,Burglary,4.1,2,Male,18-25,0,0,1629.42,Knife,Arrested,Pending Trial,Online Portal,32.0,5,126,Unknown,No,No,Partial Coverage,No Lighting,6,37.5,No
CRM0008480,2024,12,Sunday,Autumn,Evening (6pm-10pm),India,Remote,25,Theft,4.7,4,Male,36-45,0,0,3851.94,None,Under Investigation,Open - Active,Anonymous Tip,56.4,2,18,No,No,No,No Coverage,Partially Lit,3,53.5,No
CRM0008481,2020,8,Monday,Spring,Evening (6pm-10pm),Mexico,Rural,54,Cybercrime,5.3,2,Female,56-65,0,0,3096.35,Firearm,Unknown,Pending Trial,Police Station,66.9,4,14,No,No,Yes,Full Coverage,Poorly Lit,1,81.6,No
CRM0008482,2021,6,Sunday,Spring,Evening (6pm-10pm),Nigeria,Urban,1163,Assault,6.9,1,Female,26-35,0,0,105.12,Knife,Unknown,Closed - Solved,Police Station,60.6,6,23,No,No,No,Partial Coverage,No Lighting,1,31.8,Yes
CRM0008483,2024,10,Sunday,Spring,Afternoon (12pm-6pm),India,Urban,1098,Drug Offense,6.8,1,Male,36-45,0,0,51.58,None,Unknown,Closed - Unsolved,Police Station,43.9,3,56,No,No,No,Partial Coverage,Partially Lit,2,52.0,Yes
CRM0008484,2024,11,Saturday,Spring,Afternoon (12pm-6pm),USA,Urban,715,Fraud,5.3,5,Male,Under 18,0,0,1330.49,None,Arrested,Closed - Solved,Police Station,26.9,4,239,Yes,Yes,No,No Coverage,Well Lit,1,52.9,Yes
CRM0008485,2023,11,Saturday,Autumn,Afternoon (12pm-6pm),Turkey,Remote,17,Fraud,3.5,1,Male,36-45,0,0,2728.46,Knife,Unknown,Closed - Solved,Police Station,18.0,4,43,Yes,No,Unknown,Full Coverage,Partially Lit,2,50.8,No
CRM0008486,2023,8,Wednesday,Autumn,Night (10pm-2am),Germany,Urban,1191,Assault,5.5,1,Female,56-65,2,0,81.41,None,Arrested,Open - Active,Online Portal,34.6,8,24,No,No,Yes,Full Coverage,Poorly Lit,2,24.0,No
CRM0008487,2020,2,Sunday,Autumn,Morning (6am-12pm),Canada,Urban,4373,Assault,5.4,1,Male,56-65,0,0,413.77,Knife,Arrested,Open - Active,Emergency Call,50.9,3,19,Yes,No,No,Full Coverage,Well Lit,4,77.7,Yes
CRM0008488,2022,11,Wednesday,Summer,Late Night (2am-6am),Pakistan,Urban,5932,Assault,5.9,1,Male,65+,3,0,71.46,Blunt Object,Arrested,Closed - Solved,Emergency Call,57.9,3,5,Yes,No,No,Partial Coverage,Partially Lit,4,53.5,No
CRM0008489,2021,6,Wednesday,Summer,Evening (6pm-10pm),Brazil,Rural,43,Murder,8.8,2,Female,18-25,3,1,848.91,Blunt Object,At Large,Open - Active,Police Station,56.6,3,6,Yes,Yes,Unknown,Full Coverage,Partially Lit,4,77.6,Yes
CRM0008490,2021,7,Friday,Winter,Night (10pm-2am),Germany,Suburban,135,Theft,4.4,4,Male,26-35,0,0,10.85,None,Under Investigation,Open - Cold Case,Police Station,19.9,2,32,No,Yes,No,Partial Coverage,Partially Lit,2,66.4,No
CRM0008491,2024,8,Saturday,Winter,Afternoon (12pm-6pm),South Africa,Urban,3993,Vandalism,1.6,1,Male,18-25,0,0,52.43,None,Under Investigation,Open - Active,Anonymous Tip,25.9,6,15,No,No,Yes,Full Coverage,Poorly Lit,2,57.7,No
CRM0008492,2020,9,Saturday,Autumn,Evening (6pm-10pm),UK,Urban,5387,Robbery,8.2,1,Male,26-35,1,0,1220.0,None,At Large,Open - Cold Case,Anonymous Tip,10.9,3,33,Yes,No,No,Partial Coverage,Well Lit,2,69.5,No
CRM0008493,2022,5,Sunday,Spring,Late Night (2am-6am),Germany,Urban,868,Sexual Assault,8.5,2,Male,26-35,1,0,50.16,None,Convicted,Open - Active,Police Station,15.1,6,18,No,No,Yes,Partial Coverage,Well Lit,2,53.7,Yes
CRM0008494,2024,11,Wednesday,Summer,Evening (6pm-10pm),USA,Suburban,248,Cybercrime,6.0,1,Male,18-25,0,0,775.29,None,Under Investigation,Pending Trial,Community Report,71.5,10,14,No,No,Yes,Partial Coverage,Partially Lit,2,33.0,Yes
CRM0008495,2021,3,Saturday,Autumn,Afternoon (12pm-6pm),UK,Suburban,230,Robbery,8.3,2,Female,65+,0,0,790.4,Unknown,Acquitted,Open - Cold Case,Police Station,5.5,5,9,No,No,No,Full Coverage,No Lighting,2,59.3,Yes
CRM0008496,2024,2,Tuesday,Summer,Night (10pm-2am),Pakistan,Rural,104,Theft,4.9,2,Male,36-45,0,0,922.79,Vehicle,At Large,Closed - Solved,Police Station,43.1,2,16,No,No,No,No Coverage,Well Lit,1,39.5,No
CRM0008497,2024,8,Thursday,Winter,Evening (6pm-10pm),Indonesia,Urban,3489,Kidnapping,7.7,2,Male,56-65,6,0,23.3,Blunt Object,At Large,Open - Active,Police Station,6.5,1,267,Unknown,No,Yes,Full Coverage,Poorly Lit,2,28.3,No
CRM0008498,2023,1,Friday,Autumn,Evening (6pm-10pm),India,Urban,605,Vandalism,1.4,2,Male,26-35,0,0,49.13,Blunt Object,Arrested,Closed - Unsolved,Police Station,17.1,3,22,Unknown,No,No,Full Coverage,Well Lit,2,48.4,No
CRM0008499,2021,10,Thursday,Autumn,Afternoon (12pm-6pm),UK,Suburban,232,Fraud,5.0,1,Female,26-35,0,0,25016.64,Firearm,At Large,Closed - Solved,Online Portal,12.1,3,24,No,No,No,Partial Coverage,Well Lit,5,71.0,No
CRM0008500,2021,6,Sunday,Spring,Late Night (2am-6am),Pakistan,Suburban,200,Fraud,3.5,3,Male,18-25,0,0,4005.52,Blunt Object,At Large,Pending Trial,Emergency Call,66.0,3,29,Yes,No,Unknown,No Coverage,Partially Lit,1,79.0,No
CRM0008501,2022,2,Wednesday,Spring,Evening (6pm-10pm),South Africa,Suburban,128,Burglary,5.5,1,Male,36-45,0,0,107.14,None,At Large,Pending Trial,Police Station,27.4,1,79,No,No,No,Partial Coverage,Poorly Lit,1,67.3,No
CRM0008502,2021,3,Saturday,Summer,Afternoon (12pm-6pm),Pakistan,Urban,454,Theft,2.8,2,Male,36-45,0,0,67.06,Knife,Under Investigation,Closed - Solved,Emergency Call,14.3,2,45,No,No,Unknown,Full Coverage,Poorly Lit,0,72.8,No
CRM0008503,2021,8,Wednesday,Winter,Afternoon (12pm-6pm),South Africa,Suburban,920,Vandalism,2.5,1,Male,36-45,0,0,81.27,None,Under Investigation,Pending Trial,Emergency Call,24.8,3,27,Yes,No,No,Full Coverage,Partially Lit,2,53.8,No
